City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Kpandae,GH,2021-10-11 21:57:37,8.4689,-0.0113,78.84,80,99,2.24
297,Lian,PH,2021-10-11 21:57:37,14.0381,120.6509,82.35,88,100,20.65
298,Ulladulla,AU,2021-10-11 21:57:38,-35.35,150.4667,54.5,71,99,3.29
299,Huarmey,PE,2021-10-11 21:57:38,-10.0681,-78.1522,66.61,79,31,12.5
300,Demba,CD,2021-10-11 21:57:39,-5.51,22.2667,68.95,97,100,4.74
301,Victoria,HK,2021-10-11 21:57:05,22.2855,114.1577,76.32,70,100,4.0
302,College,US,2021-10-11 21:56:00,64.8569,-147.8028,41.79,74,1,6.91
303,Comodoro Rivadavia,AR,2021-10-11 21:55:23,-45.8667,-67.5,71.46,21,0,19.57
304,San Miguel,SV,2021-10-11 21:57:39,13.4833,-88.1833,84.0,79,58,3.96
305,Bathsheba,BB,2021-10-11 21:55:21,13.2167,-59.5167,86.61,70,20,10.36
306,Roseland,US,2021-10-11 21:57:40,38.4221,-122.728,72.61,25,0,4.0
307,Barranca,PE,2021-10-11 21:57:41,-10.75,-77.7667,64.31,81,27,11.39
308,Najran,SA,2021-10-11 21:57:41,17.4924,44.1277,74.05,29,13,3.58
309,Baiyin,CN,2021-10-11 21:57:42,36.5583,104.2081,47.28,79,29,3.8
310,Aksarka,RU,2021-10-11 21:57:42,66.5606,67.7975,25.0,79,11,4.85
311,Yaizu,JP,2021-10-11 21:57:43,34.8667,138.3333,72.09,88,75,1.14
312,Makhalino,RU,2021-10-11 21:57:44,53.0854,46.2211,42.82,57,100,4.92
313,Mariental,NA,2021-10-11 21:57:44,-24.6333,17.9667,74.97,23,0,17.4
314,Axim,GH,2021-10-11 21:57:44,4.8699,-2.2405,78.21,91,38,5.88
315,Santa Isabel Do Rio Negro,BR,2021-10-11 21:57:45,-0.4139,-65.0192,80.83,77,84,1.54
316,Sungaipenuh,ID,2021-10-11 21:57:45,-2.0833,101.3833,62.08,85,95,2.51
317,Ciudad Bolivar,VE,2021-10-11 21:56:48,8.1222,-63.5497,85.69,61,91,7.58
318,Jevargi,IN,2021-10-11 21:57:46,17.0167,76.7667,72.25,72,94,6.22
319,Lerwick,GB,2021-10-11 21:57:47,60.1545,-1.1494,46.4,71,96,16.15
320,Hofn,IS,2021-10-11 21:57:47,64.2539,-15.2082,39.78,70,92,9.04
321,Troitskoye,RU,2021-10-11 21:57:47,52.9821,84.6757,34.32,95,100,8.05
322,Constitucion,CL,2021-10-11 21:57:48,-35.3333,-72.4167,57.11,78,10,8.05
323,Espanola,US,2021-10-11 21:57:48,35.9911,-106.0806,73.53,16,0,19.69
324,Rangapara,IN,2021-10-11 21:57:49,26.8167,92.65,74.23,86,1,3.87
325,Iqaluit,CA,2021-10-11 21:57:49,63.7506,-68.5145,35.33,87,40,4.0
326,Serenje,ZM,2021-10-11 21:57:50,-13.2325,30.2352,56.91,87,87,12.46
327,Nelson Bay,AU,2021-10-11 21:57:50,-32.7167,152.15,60.12,80,100,1.99
328,Ternate,ID,2021-10-11 21:57:51,0.8,127.4,82.18,78,69,3.8
329,Half Moon Bay,US,2021-10-11 21:57:51,37.4636,-122.4286,73.06,45,0,25.66
330,Shediac,CA,2021-10-11 21:57:52,46.2198,-64.5411,64.92,68,20,6.91
331,Ojinaga,MX,2021-10-11 21:57:53,29.5667,-104.4167,93.42,12,1,6.91
332,Marawi,PH,2021-10-11 21:57:53,7.9986,124.2928,67.64,85,98,7.45
333,Talnakh,RU,2021-10-11 21:57:54,69.4865,88.3972,19.58,96,100,5.82
334,Manokwari,ID,2021-10-11 21:57:54,-0.8667,134.0833,80.6,74,59,3.78
335,Mareeba,AU,2021-10-11 21:57:54,-17.0,145.4333,73.44,83,95,2.04
336,Noumea,NC,2021-10-11 21:57:55,-22.2763,166.4572,78.78,99,75,1.92
337,Simao,CN,2021-10-11 21:57:55,22.7886,100.9748,61.38,99,100,2.08
338,Tanabe,JP,2021-10-11 21:57:56,33.7333,135.3667,73.0,86,100,3.0
339,Gimli,CA,2021-10-11 21:57:56,50.6336,-96.9907,64.42,39,0,10.36
340,Altona,DE,2021-10-11 21:57:57,53.55,9.9333,48.15,91,75,4.61
341,Voh,NC,2021-10-11 21:57:57,-20.9667,164.7,81.19,53,62,2.15
342,Nisko,PL,2021-10-11 21:57:58,50.5199,22.1397,47.41,77,100,3.0
343,Veraval,IN,2021-10-11 21:57:58,20.9,70.3667,81.03,81,2,6.08
344,Sibolga,ID,2021-10-11 21:57:59,1.7427,98.7792,75.33,85,100,2.89
345,Mitchell,US,2021-10-11 21:58:00,43.7094,-98.0298,72.73,38,0,3.0
346,Mount Isa,AU,2021-10-11 21:58:00,-20.7333,139.5,67.77,83,90,8.05
347,Saint-Pierre,RE,2021-10-11 21:58:00,-21.3393,55.4781,73.29,91,75,5.75
348,Simbahan,PH,2021-10-11 21:58:01,6.3032,120.5836,83.5,77,100,12.06
349,Grindavik,IS,2021-10-11 21:58:02,63.8424,-22.4338,43.27,87,75,8.05
350,Hambantota,LK,2021-10-11 21:58:03,6.1241,81.1185,80.94,83,0,9.22
351,Beian,NO,2021-10-11 21:58:03,63.6559,9.5683,48.0,87,75,18.41
352,Sandwick,GB,2021-10-11 21:58:04,60.0,-1.25,46.22,76,90,10.36
353,Sechura,PE,2021-10-11 21:58:04,-5.5569,-80.8222,74.43,66,25,19.08
354,Malatya,TR,2021-10-11 21:58:05,38.5,38.0,48.25,43,0,9.22
355,Maldonado,UY,2021-10-11 21:58:05,-34.6667,-54.9167,60.22,98,100,11.1
356,Turan,VN,2021-10-11 21:55:54,16.0678,108.2208,78.85,94,20,0.0
357,Marapanim,BR,2021-10-11 21:58:06,-0.7175,-47.6997,79.79,72,24,9.17
358,Beaufort,MY,2021-10-11 21:58:07,5.3473,115.7455,77.16,96,100,3.18
359,Zhenjiang,CN,2021-10-11 21:55:50,32.2092,119.4342,61.81,78,24,9.89
360,Baijiantan,CN,2021-10-11 21:58:07,45.6333,85.1833,46.08,40,71,3.83
361,Owando,CG,2021-10-11 21:58:08,-0.4819,15.8999,72.25,93,100,1.92
362,Luwingu,ZM,2021-10-11 21:58:08,-10.2621,29.9271,71.31,49,92,11.81
363,Ulaangom,MN,2021-10-11 21:58:09,49.9811,92.0667,35.74,47,39,4.59
364,Port-Gentil,GA,2021-10-11 21:58:09,-0.7193,8.7815,78.76,89,40,2.3
365,Berck,FR,2021-10-11 21:58:10,50.4,1.6,49.69,100,75,1.14
366,Itoman,JP,2021-10-11 21:58:10,26.1247,127.6694,79.18,89,75,9.22
367,Conde,BR,2021-10-11 21:58:11,-7.2597,-34.9075,78.26,78,20,6.91
368,Purpe,RU,2021-10-11 21:58:11,64.4803,76.6897,26.85,72,39,5.17
369,Tezu,IN,2021-10-11 21:58:12,27.9167,96.1667,75.33,64,0,3.24
370,Igrim,RU,2021-10-11 21:58:12,63.1906,64.4162,29.5,90,92,3.53
371,Longyearbyen,SJ,2021-10-11 21:58:12,78.2186,15.6401,28.24,74,20,19.57
372,Zamora,EC,2021-10-11 21:58:13,-4.0692,-78.9567,90.64,93,24,2.46
373,Muzhi,RU,2021-10-11 21:58:13,65.3667,64.6667,24.8,97,73,3.53
374,Awjilah,LY,2021-10-11 21:58:14,29.1081,21.2869,77.81,27,0,5.82
375,Dryden,CA,2021-10-11 21:58:14,49.7833,-92.7503,57.49,94,90,6.91
376,Varzelandia,BR,2021-10-11 21:58:15,-15.7014,-44.0275,74.3,68,98,5.3
377,Nome,US,2021-10-11 21:58:15,64.5011,-165.4064,36.16,70,100,6.35
378,Bananeiras,BR,2021-10-11 21:58:16,-6.75,-35.6333,69.57,79,72,9.01
379,Labatlan,HU,2021-10-11 21:58:16,47.7473,18.4962,50.52,55,84,8.37
380,Aulnoye-Aymeries,FR,2021-10-11 21:58:17,50.2014,3.8384,48.58,93,96,4.97
381,Morant Bay,JM,2021-10-11 21:58:17,17.8815,-76.4093,85.62,78,66,7.0
382,Marevo,RU,2021-10-11 21:58:18,57.3146,32.0804,43.66,69,100,7.85
383,Divnomorskoye,RU,2021-10-11 21:58:19,44.5011,38.1353,58.98,77,51,3.44
384,Havre-Saint-Pierre,CA,2021-10-11 21:58:19,50.2334,-63.5986,59.59,87,1,8.05
385,Saint-Francois,FR,2021-10-11 21:58:20,46.4154,3.9054,45.68,99,40,0.0
386,Le Mars,US,2021-10-11 21:58:20,42.7942,-96.1656,74.1,23,1,4.61
387,Torrelavega,ES,2021-10-11 21:58:20,43.3494,-4.0479,58.8,93,1,1.01
388,Belaya Gora,RU,2021-10-11 21:58:21,68.5333,146.4167,19.36,79,100,2.86
389,Faanui,PF,2021-10-11 21:58:21,-16.4833,-151.75,80.15,78,50,16.44
390,Olesnica,PL,2021-10-11 21:58:22,51.2134,17.3899,48.54,95,31,7.38
391,Buzmeyin,TM,2021-10-11 21:58:22,38.0507,58.2056,46.13,39,0,2.3
392,Thinadhoo,MV,2021-10-11 21:58:23,0.5333,72.9333,82.81,69,98,17.05
393,Kiunga,PG,2021-10-11 21:58:23,-6.1219,141.2906,75.56,94,84,0.67
394,Pisco,PE,2021-10-11 21:58:23,-13.7,-76.2167,64.45,77,40,10.36
395,Merauke,ID,2021-10-11 21:58:24,-8.4667,140.3333,79.56,80,80,8.93
396,Staraya Mayna,RU,2021-10-11 21:58:24,54.6,48.95,46.51,77,100,6.35
397,Kandla,IN,2021-10-11 21:58:25,23.0333,70.2167,83.17,59,0,7.36
398,Palmer,US,2021-10-11 21:58:25,42.1584,-72.3287,67.37,71,79,4.36
399,Tsaratanana,MG,2021-10-11 21:58:26,-16.7833,47.65,68.2,72,5,6.2
400,Acapulco,MX,2021-10-11 21:58:10,16.8634,-99.8901,84.51,77,21,10.02
401,Aquiraz,BR,2021-10-11 21:58:27,-3.9014,-38.3911,84.22,64,51,11.14
402,Geraldton,AU,2021-10-11 21:58:27,-28.7667,114.6,57.61,54,90,14.97
403,Ancud,CL,2021-10-11 21:58:28,-41.8697,-73.8203,60.33,80,100,6.64
404,Joao Camara,BR,2021-10-11 21:58:28,-5.5375,-35.8197,79.84,77,86,12.17
405,Foumban,CM,2021-10-11 21:58:29,5.7291,10.9001,63.45,91,83,3.49
406,Fairbanks,US,2021-10-11 21:56:47,64.8378,-147.7164,41.81,74,1,6.91
407,Howard Springs,AU,2021-10-11 21:58:29,-12.497,131.047,78.87,94,53,5.82
408,Lagoa,PT,2021-10-11 21:58:30,39.05,-27.9833,69.22,85,100,8.86
409,Tecoanapa,MX,2021-10-11 21:58:30,16.5167,-98.75,85.53,72,8,10.18
410,Parker,US,2021-10-11 21:56:13,32.7668,-97.8003,85.06,35,0,3.24
411,Kansk,RU,2021-10-11 21:58:31,56.2017,95.7175,28.6,77,100,5.86
412,Inuvik,CA,2021-10-11 21:58:31,68.3499,-133.7218,29.41,93,75,2.3
413,Hudson Bay,CA,2021-10-11 21:58:32,52.85,-102.3842,46.94,59,42,14.72
414,Timra,SE,2021-10-11 21:58:32,62.487,17.3257,44.31,80,90,10.36
415,Astara,AZ,2021-10-11 21:58:33,38.5,48.6667,54.3,87,37,2.93
416,Bradley,US,2021-10-11 21:58:34,35.1501,-84.8666,77.95,65,1,6.91
417,Mangrol,IN,2021-10-11 21:58:34,21.1167,70.1167,80.94,80,1,6.26
418,Krasnotorka,UA,2021-10-11 21:58:35,48.682,37.5327,53.91,58,100,7.0
419,Pathein,MM,2021-10-11 21:58:35,16.7833,94.7333,77.16,95,100,2.8
420,Birjand,IR,2021-10-11 21:58:36,32.8663,59.2211,37.87,11,0,6.91
421,Marystown,CA,2021-10-11 21:58:36,47.1666,-55.1483,54.86,100,17,1.01
422,Flinders,AU,2021-10-11 21:58:36,-34.5833,150.8552,58.21,87,100,1.99
423,Sorong,ID,2021-10-11 21:58:37,-0.8833,131.25,79.66,86,96,4.23
424,Clifton,US,2021-10-11 21:55:58,40.8584,-74.1638,72.16,72,72,1.01
425,Trinidad,BO,2021-10-11 21:58:37,-14.8333,-64.9,84.18,70,90,11.5
426,Westport,US,2021-10-11 21:58:38,41.1415,-73.3579,71.06,70,70,7.0
427,Tukrah,LY,2021-10-11 21:58:38,32.5341,20.5791,72.79,74,17,10.96
428,Uspenka,UA,2021-10-11 21:58:39,48.3903,39.1619,49.96,67,82,8.14
429,Jacareacanga,BR,2021-10-11 21:58:39,-6.2222,-57.7528,78.8,77,62,1.28
430,Camacupa,AO,2021-10-11 21:58:40,-12.0167,17.4833,70.77,63,77,7.49
431,Brae,GB,2021-10-11 21:58:40,60.3964,-1.353,46.31,71,88,16.51
432,Kaihua,CN,2021-10-11 21:58:41,23.3687,104.28,58.24,96,99,5.99
433,Bud,US,2021-10-11 21:58:41,39.447,-86.1758,80.22,66,55,19.71
434,Filadelfia,US,2021-10-11 21:54:28,39.9523,-75.1638,71.56,77,91,5.01
435,Stornoway,GB,2021-10-11 21:58:42,58.2093,-6.3865,53.92,100,75,12.66
436,San Luis,AR,2021-10-11 21:54:27,-33.295,-66.3356,74.97,25,2,9.04
437,Narsaq,GL,2021-10-11 21:58:42,60.9167,-46.05,38.68,54,100,4.54
438,Peski,RU,2021-10-11 21:58:43,55.2163,38.7626,39.79,68,98,5.97
439,Fort Nelson,CA,2021-10-11 21:58:44,58.8053,-122.7002,47.79,43,40,4.61
440,Romilly-Sur-Seine,FR,2021-10-11 21:58:44,48.5108,3.7263,48.09,86,82,5.32
441,Broome,US,2021-10-11 21:58:44,42.2506,-75.833,70.56,72,79,1.99
442,Champerico,GT,2021-10-11 21:58:45,14.3,-91.9167,90.14,76,13,8.1
443,Cherskiy,RU,2021-10-11 21:58:45,68.75,161.3,-1.97,99,39,3.24
444,Pachino,IT,2021-10-11 21:58:46,36.7186,15.0907,62.64,62,5,19.89
445,Nantucket,US,2021-10-11 21:58:46,41.2835,-70.0995,64.99,82,40,12.66
446,Beira,MZ,2021-10-11 21:58:47,-19.8436,34.8389,73.49,64,20,10.36
447,Namibe,AO,2021-10-11 21:58:47,-15.1961,12.1522,68.49,94,35,2.39
448,Itapira,BR,2021-10-11 21:58:48,-22.4361,-46.8217,62.49,86,89,5.08
449,Serebryansk,KZ,2021-10-11 21:58:48,49.6925,83.2892,40.55,99,100,3.78
450,Gat,IL,2021-10-11 21:58:49,31.61,34.7642,77.4,69,46,4.18
451,Kingman,US,2021-10-11 21:58:49,35.1894,-114.053,77.31,10,1,17.0
452,Viedma,AR,2021-10-11 21:58:50,-40.8135,-62.9967,60.49,58,100,10.0
453,Namie,JP,2021-10-11 21:58:51,37.4833,141.0,66.96,89,99,9.28
454,Levin,NZ,2021-10-11 21:58:51,-40.6333,175.275,55.76,68,30,20.56
455,Port Hardy,CA,2021-10-11 21:58:52,50.6996,-127.4199,46.4,93,90,5.75
456,Luau,AO,2021-10-11 21:58:53,-10.7073,22.2247,74.8,48,100,3.38
457,Chachapoyas,PE,2021-10-11 21:58:53,-6.2317,-77.869,63.1,75,16,4.36
458,Methoni,GR,2021-10-11 21:58:53,36.8197,21.7049,66.22,59,3,11.97
459,Batagay-Alyta,RU,2021-10-11 21:58:54,67.8006,130.4114,20.89,92,100,2.15
460,Aden,YE,2021-10-11 21:54:58,12.7794,45.0367,86.88,67,57,6.62
461,High Prairie,CA,2021-10-11 21:58:55,55.4334,-116.4858,47.5,54,100,6.15
462,Thompson,CA,2021-10-11 21:58:55,55.7435,-97.8558,48.36,87,90,3.44
463,Northam,GB,2021-10-11 21:58:56,51.0333,-4.2167,53.62,92,12,5.77
464,Sambava,MG,2021-10-11 21:58:56,-14.2667,50.1667,69.96,88,15,10.96
465,Erdenet,MN,2021-10-11 21:58:57,49.0333,104.0833,34.54,54,100,2.91
466,Lashio,MM,2021-10-11 21:58:57,22.9333,97.75,67.42,95,87,1.83
467,The Valley,AI,2021-10-11 21:58:58,18.217,-63.0578,84.34,79,40,13.8
468,Misratah,LY,2021-10-11 21:58:58,32.3754,15.0925,73.45,53,63,16.42
469,Portland,US,2021-10-11 21:57:48,45.5234,-122.6762,60.33,60,54,1.01
470,Itaberai,BR,2021-10-11 21:58:59,-16.0203,-49.8103,74.53,73,81,3.65
471,Hervey Bay,AU,2021-10-11 21:58:59,-25.2986,152.8535,71.04,87,99,9.75
472,Anadyr,RU,2021-10-11 21:59:00,64.75,177.4833,18.1,92,20,1.99
473,Golden,US,2021-10-11 21:57:03,39.7555,-105.2211,72.18,27,5,3.0
474,Namatanai,PG,2021-10-11 21:59:01,-3.6667,152.4333,82.4,74,30,6.62
475,Kieta,PG,2021-10-11 21:59:01,-6.2167,155.6333,82.36,75,95,3.42
476,Bar-Le-Duc,FR,2021-10-11 21:59:02,48.75,5.1667,48.38,92,88,4.65
477,Eyl,SO,2021-10-11 21:59:03,7.9803,49.8164,79.68,77,61,13.8
478,Kayankulam,IN,2021-10-11 21:59:03,9.1833,76.5,76.57,93,100,6.8
479,Bhikangaon,IN,2021-10-11 21:59:04,21.8667,75.95,76.14,75,2,2.66
480,Ponorogo,ID,2021-10-11 21:59:04,-7.8685,111.462,71.78,85,79,6.35
481,Inirida,CO,2021-10-11 21:59:05,3.8653,-67.9239,76.93,94,88,3.51
482,Casa Grande,US,2021-10-11 21:59:05,32.8795,-111.7573,88.14,13,1,11.99
483,Benguela,AO,2021-10-11 21:59:06,-12.5763,13.4055,73.58,81,20,2.71
484,Padang,ID,2021-10-11 21:59:06,-0.9492,100.3543,75.27,85,56,3.67
485,Port Lincoln,AU,2021-10-11 21:59:07,-34.7333,135.8667,55.99,50,100,18.03
486,Karaman,TR,2021-10-11 21:59:08,37.0833,33.25,57.2,39,0,2.75
487,Paso De Los Toros,UY,2021-10-11 21:59:08,-32.8167,-56.5167,60.17,89,83,7.92
488,Ajdabiya,LY,2021-10-11 21:59:08,30.7554,20.2263,72.57,69,0,12.48
489,Khalkhal,IR,2021-10-11 21:59:09,37.6189,48.5258,44.56,79,6,1.23
490,Juneau,US,2021-10-11 21:58:33,58.3019,-134.4197,44.65,91,90,5.01
491,Aojiang,CN,2021-10-11 21:59:10,22.9421,116.0359,73.2,69,100,17.65
492,Shihezi,CN,2021-10-11 21:59:10,44.3,86.0333,44.98,57,25,5.03
493,Khatanga,RU,2021-10-11 21:59:11,71.9667,102.5,16.95,96,100,6.93
494,George Town,MY,2021-10-11 21:55:54,5.4112,100.3354,78.75,89,20,0.0
495,Iquitos,PE,2021-10-11 21:59:11,-3.7481,-73.2472,82.44,83,75,2.3
496,North Platte,US,2021-10-11 21:59:12,41.1239,-100.7654,71.38,33,1,3.0
497,Kalemie,CD,2021-10-11 21:59:13,-5.9475,29.1947,76.33,41,83,3.78
498,Hirara,JP,2021-10-11 21:59:13,24.8,125.2833,82.67,89,75,13.8
499,Fort Frances,CA,2021-10-11 21:57:57,48.5999,-93.4003,60.17,58,95,6.91
500,Bilma,NE,2021-10-11 21:59:14,18.6853,12.9164,82.9,8,6,7.81
501,Jalu,LY,2021-10-11 21:59:14,29.0331,21.5482,76.96,27,0,5.3
502,Sabang,ID,2021-10-11 21:59:15,5.8933,95.3214,82.08,77,100,22.82
503,Tobane,BW,2021-10-11 21:59:15,-21.95,27.9,58.32,50,0,5.14
504,Hurghada,EG,2021-10-11 21:59:16,27.2574,33.8129,81.45,41,5,10.89
505,Moroni,KM,2021-10-11 21:59:17,-11.7022,43.2551,76.03,80,36,8.19
506,Yakeshi,CN,2021-10-11 21:59:17,49.2833,120.7333,35.44,64,0,5.08
507,Pasinler,TR,2021-10-11 21:59:18,39.9803,41.6764,38.39,43,27,2.59
508,Orlik,RU,2021-10-11 21:59:18,52.5178,99.825,33.35,81,100,0.58
509,Salalah,OM,2021-10-11 21:59:18,17.0151,54.0924,77.65,80,86,1.81
510,Freistadt,AT,2021-10-11 21:59:19,48.511,14.5045,46.92,77,100,4.54
511,Paramonga,PE,2021-10-11 21:59:20,-10.6667,-77.8333,65.01,82,42,11.72
512,San Policarpo,PH,2021-10-11 21:59:20,12.1791,125.5072,81.41,79,100,12.15
513,Clyde River,CA,2021-10-11 21:59:21,70.4692,-68.5914,41.23,60,75,36.82
514,Asau,RO,2021-10-11 21:59:21,46.4333,26.4,48.76,83,100,3.49
515,Kurya,RU,2021-10-11 21:59:21,51.6003,82.2888,37.72,98,100,8.48
516,Virginia Beach,US,2021-10-11 21:55:16,36.8529,-75.978,71.64,88,100,1.01
517,Zaykovo,RU,2021-10-11 21:59:22,57.5613,62.7568,46.58,85,100,10.13
518,Hovd,MN,2021-10-11 21:59:22,48.0056,91.6419,33.89,46,9,9.78
519,Sebinkarahisar,TR,2021-10-11 21:59:23,40.2883,38.4236,56.16,41,100,1.19
520,Marzuq,YE,2021-10-11 21:59:24,14.4,46.4667,76.68,52,35,1.74
521,Abnub,EG,2021-10-11 21:59:24,27.2696,31.1511,81.77,30,43,8.01
522,Cedar City,US,2021-10-11 21:59:25,37.6775,-113.0619,57.4,27,94,27.29
523,Iraucuba,BR,2021-10-11 21:59:25,-3.7461,-39.7833,81.48,60,24,7.16
524,San Quintin,MX,2021-10-11 21:59:26,30.4833,-115.95,69.44,68,0,16.8
525,Borgarnes,IS,2021-10-11 21:59:26,64.5383,-21.9206,43.36,90,74,4.72
526,Ardabil,IR,2021-10-11 21:59:27,38.2498,48.2933,46.8,88,87,1.36
527,Sao Joao Da Barra,BR,2021-10-11 21:59:27,-21.6403,-41.0511,68.09,85,100,15.7
528,Tatarsk,RU,2021-10-11 21:59:28,55.219,75.9828,27.36,54,45,3.98
529,Seoul,KR,2021-10-11 21:59:28,37.5683,126.9778,63.79,80,75,3.44
530,Denpasar,ID,2021-10-11 21:59:28,-8.65,115.2167,74.86,88,20,2.3
531,Verkhnevilyuysk,RU,2021-10-11 21:59:29,63.4453,120.3167,23.13,60,95,12.48
532,Vila,PT,2021-10-11 21:59:29,42.0304,-8.1588,54.48,37,71,5.06
533,Victor Rosales,MX,2021-10-11 21:59:30,22.95,-102.7,76.39,39,18,12.93
534,Arys,KZ,2021-10-11 21:59:31,42.4252,68.795,44.82,44,0,9.6
535,Belmonte,BR,2021-10-11 21:59:31,-15.8631,-38.8828,75.7,83,83,5.32
536,Minas,UY,2021-10-11 21:56:26,-34.3759,-55.2377,59.52,98,100,9.93
537,Dawlatabad,AF,2021-10-11 21:59:32,36.4141,64.9053,46.8,37,1,3.06
538,Agbor,NG,2021-10-11 21:59:32,6.2518,6.1934,75.13,96,64,3.6
539,Verkhoyansk,RU,2021-10-11 21:59:33,67.5447,133.385,31.06,93,100,4.16
540,Vuktyl,RU,2021-10-11 21:59:34,63.8567,57.3094,34.97,95,100,5.39
541,Kulhudhuffushi,MV,2021-10-11 21:59:34,6.6221,73.07,82.4,78,100,20.09
542,Prince Rupert,CA,2021-10-11 21:56:38,54.3161,-130.3201,47.89,91,90,9.22
543,Batticaloa,LK,2021-10-11 21:59:35,7.7102,81.6924,80.56,69,100,4.25
544,Emba,KZ,2021-10-11 21:59:35,48.8264,58.1442,44.78,61,20,7.43
545,Plastun,RU,2021-10-11 21:59:36,44.7561,136.2939,42.48,71,0,5.88
546,Minab,IR,2021-10-11 21:59:36,27.1467,57.0801,76.5,18,0,7.9
547,Xichang,CN,2021-10-11 21:59:36,27.8964,102.2634,61.43,89,62,1.54
548,Rio Grande,BR,2021-10-11 21:56:39,-32.035,-52.0986,64.51,91,100,21.34
549,Saint-Augustin,CA,2021-10-11 21:59:37,51.226,-58.6502,52.79,78,100,3.36
550,Pokhara,NP,2021-10-11 21:57:53,28.2333,83.9833,67.35,51,2,6.91
551,Lewiston,US,2021-10-11 21:59:38,44.1003,-70.2148,64.81,87,98,3.78
552,Paita,PE,2021-10-11 21:59:38,-5.0892,-81.1144,72.16,83,26,17.87
553,Kindu,CD,2021-10-11 21:59:39,-2.95,25.95,70.18,99,100,3.71
554,Do Gonbadan,IR,2021-10-11 21:59:39,30.3586,50.7981,68.09,37,0,0.0
555,Basoko,CD,2021-10-11 21:59:40,1.2391,23.616,70.7,97,99,2.46
556,Hassleholm,SE,2021-10-11 21:59:40,56.1591,13.7664,49.78,74,37,10.27
557,Bonavista,CA,2021-10-11 21:59:40,48.6499,-53.1147,48.2,75,2,16.02
558,Sao Raimundo Nonato,BR,2021-10-11 21:59:41,-9.0153,-42.6994,88.36,29,10,2.33
559,Korem,ET,2021-10-11 21:59:41,12.5058,39.5228,55.09,84,63,1.57
560,Yuzhnyy-Kospashskiy,RU,2021-10-11 21:59:42,58.9695,57.7548,46.96,100,100,6.96
561,Cervo,ES,2021-10-11 21:59:42,43.6702,-7.4101,61.97,84,22,19.33
562,Mackenzie,CA,2021-10-11 21:57:09,55.2999,-123.1698,39.42,75,20,13.8
563,Muravlenko,RU,2021-10-11 21:59:43,63.7898,74.523,26.74,72,60,6.55
564,Porbandar,IN,2021-10-11 21:59:44,21.6422,69.6093,80.98,78,1,6.91
